Tweets,Category
b'RT @HTSportsNews: Shooter Jitu Rai among seven dropped from TOP Scheme \n\nhttps://t.co/5htJ1SoZ8J https://t.co/LObk75SdpP',Journalist
b'RT @HTSportsNews: Luis Norton de Matos steps down as Indian Arrows head coach\n\nhttps://t.co/VKuP79A2a4 https://t.co/sYvWRBk3rI',Journalist
"b'Kashmir cable operators asked to stop airing 30 Pakistani, Saudi channels https://t.co/gWcXlE8Nn5'",Journalist
b'Lok Sabha passes bill allowing detention of school children in classes 5 and 8 https://t.co/kcdlMjeGM5 https://t.co/d9q7mHoLfp',Journalist
b'RT @htshowbiz: When a jury member thought Priyanka Chopra was too dark to be crowned Miss India  https://t.co/kKuYExc3mw https://t.co/uc9uF...',Journalist
b'RT @HTSportsNews: Bangladesh cricket team appoints Neil McKenzie as batting consultant\n\nhttps://t.co/tX17r6Xk5m https://t.co/QH0aU2mQog',Journalist
"b'RT @HTSportsNews: I want to keep Eden Hazard, says new @ChelseaFC manager Maurizio Sarri #CFC \n\nhttps://t.co/b1YT8wiHQR https://t.co/DE1wNo...'",Journalist
b'US suspicion of Russia continues even after the Helsinki summit meeting https://t.co/LJEvbHQp1P https://t.co/IjnoMUFAz1',Journalist
"b'Greater Noida building collapse: Two more bodies recovered, toll goes up to five https://t.co/Be1WK8uYq9 https://t.co/BUmxoWqj9b'",Journalist
b'#Watch | The Wild Boars are back in action! \nhttps://t.co/KtKb63oeJ2',Journalist
b'RT @ET_RISE: A notable rise can be seen in the average #GST collections during the last quarter &amp; bringing #ewaybill system is an influenci...',Journalist
b'.@Google to appeal against $5 billion fine by #EU in @Android #antitrust case https://t.co/In5CAehcSO https://t.co/Nrezf0ku8O',Journalist
"b""RT @ET_Wealth: 'CAs' help you get fat tax refunds, with a bit of fraud\n#incometaxreturn\nhttps://t.co/24j19DoQEv""",Journalist
"b"".@JeffBezos' @blueorigin rocket co shot a capsule higher into #space Wednesday than it's ever done before... https://t.co/dDO0b4jUTu""",Journalist
b'RT @ETMarkets: .@KotakBankLtd Q1 results today: What to  expect\n\nhttps://t.co/o2e42HIFlP',Journalist
"b'RT @ETMarkets: ""There is no way we can export #sugar as our cost of production is Rs 34; the global price is at Rs 20."" #SakthiSugars\nhttps...'",Journalist
b'Days after the central government waded into a controversy over the Institutes of Eminence status to six institutes... https://t.co/xIFeGd7tol',Journalist
"b'With over 312 #NDA MPs in its bloc, the #Modi govt is confident of defeating the #NoConfidenceMotion https://t.co/fHlEQh6K96'",Journalist
b'RT @ET_RISE: .@amazonIN said it saw a surge in #Prime subscriptions from several days before the #AmazonPrimeDay.\nhttps://t.co/u70cHbwyEO',Journalist
"b""RT @ETPanache: London's High Court ruled that @BBC breached Cliff Richard's privacy when it televised a 2014 raid on his home. #cliffrichar...""",Journalist
"b'RT @ETMarkets: Go long on #BSE, #NESCO:  G Chokkalingam.\n\n#ETMarkets\n\nhttps://t.co/MElXUvWLxC'",Journalist
b'RT @ETMarkets: Would #HDFC AMC be a safe bet for investors?\n#ETMarkets\n\nhttps://t.co/ZiGaMUMKfv',Journalist
"b'RT @ETMutualFunds: When you will review your #mutualfund schemes, you will notice that some of mutual fund schemes have merged or their nam...'",Journalist
b'RT @ETDefence: The #UnitedStates has offered #India the armed version of #GuardianDrone that were originally authorized for sale as unarmed...',Journalist
b'RT @ETMarkets: Rising fixed deposit rates attracting investors.\n#ETMarkets\nhttps://t.co/sTlJky2Yct',Journalist
"b'By facing the no-confidence motion the #Opposition plans to bring against it on Friday, the govt has decided to tak... https://t.co/DkbEYVXM7D'",Journalist
b'Telcos just found an all-new digital war plan  https://t.co/cyXh2zPfJl',Journalist
"b'This December, defence may change forever https://t.co/0SP89eql3G'",Journalist
b'#LIVE | PM @NarendraModi interacts with the beneficiaries of Rural Electrification &amp; #Saubhagya Yojana  https://t.co/JQkFUvbh9V',Journalist
"b""'Badly timed' Trai move irks Srikrishna panel https://t.co/CAOKMOX5tE""",Journalist
"b""Taxman hits a wall in Yash Birla's hidden foreign money case https://t.co/WSjcngIpTC""",Journalist
"b'RT @ETPrime_com: There was a time when #Horlicks made you ""taller, stronger, sharper"". Now it\'s got its own growth issues with the rest of...'",Journalist
"b'RT @ETMarkets: #LIVE | #OpeningBell Thursday, 19 July, 2018 | https://t.co/gTu2vEihg5 https://t.co/Rf3a8Q04nY'",Journalist
b'No coal shortage for power sector: @PiyushGoyal  \nhttps://t.co/bHr2zwk0TC',Journalist
b'FinMin to provide capital to more banks by September \nhttps://t.co/S3QI0MYZ2S',Journalist
"b'Many complaints over supply of defective, damaged goods by e-commerce firms: Commerce Minister \nhttps://t.co/9uW1lk5uEs'",Journalist
b'.@TataMotors expects to outgrow the industry in passenger vehicle sales in FY 19 \nhttps://t.co/rQm6tJlqbE',Journalist
b'Demand and consumption of steel expected to grow 5.7% year on year \nhttps://t.co/PvchzpPs3R',Journalist
"b'.@airindiain paintings to be handed over to #CultureMinistry, not being sold: @jayantsinha  \nhttps://t.co/enbah7oWFT'",Journalist
"b"".@manoharparrikar's retort: Should I enter your stomach to check if fish safe? \nhttps://t.co/IFughBeNA5""",Journalist
b'Allahabad HC asks Finance Ministry to submit report on @RBI circular in 2 weeks \nhttps://t.co/mtVuaMHQuE',Journalist
b'Clarify privatisation of banks not on agenda: Congress to Government \nhttps://t.co/F22OFcv1fq',Journalist
"b'Goosebumps and spikes: This robot can feel, express emotions \nhttps://t.co/ATjX8OQUHy'",Journalist
b'#ZydusCadila gets USFDA nod to market 4 generic products \nhttps://t.co/YJW3Bxg9Sv',Journalist
b'Boss sent a rude mail? It can stress you and your family out \nhttps://t.co/43aNV0LrsW',Journalist
"b'Axle load norms may create short term impact but will reset in August: Gopal Mahadevan, #AshokLeyland \nhttps://t.co/vaHYoeLAxE'",Journalist
"b""#ThaiCaveRescue: @elonmusk  apologises for calling British diver 'pedo' after backlash \nhttps://t.co/Lk8OG4uGUC""",Journalist
b'Delhi HC asks JNU not to take any coercive step against #KanhaiyaKumar till July 20 \nhttps://t.co/myx8QXDxK7',Journalist
b'5G to play a central role in accelerating Indias digital transformation: Coriant \nhttps://t.co/4fxHFLyEnd',Journalist
b'.@Google braces for huge EU fine over #Android \nhttps://t.co/k2zgNTgy14',Journalist
"b""#China says US-led trade war has become biggest 'confidence killer' for #WorldEconomy \nhttps://t.co/9EwUhPVIym""",Journalist
"b'""GAIL and Gazprom successfully re-negotiated the long-term LNG Sale and Purchase Agreement reflecting the current g... https://t.co/WnHI4St0Gp'",Journalist
"b'The only son of his parents, Gurkripa said he told the judge that he flew out of India because he feared ""political... https://t.co/XjdTfe60f7'",Journalist
b'Kumar Mangalam Birla says all is not rosy for economy in near-term https://t.co/1TynAY414c https://t.co/afyukRC72O',Journalist
"b""Government taking steps to further improve IMD's weather prediction accuracy \nhttps://t.co/Yxa455DBmt""",Journalist
"b""India's Test team for England tour announced, #RishabhPant earns maiden call-up #INDvsENG #TestMatches #Cricket\nhttps://t.co/4GLKiIqNwz""",Journalist
b'The @BJP4India has more than enough numbers in #Parliament to wade through this floor test\nhttps://t.co/q0Z9L7XN8B',Journalist
b'Former RS MP Chandan Mitra likely to join #TrinamoolCongress \nhttps://t.co/hzxn97te6q',Journalist
"b'""I want to assure the House the protection given under the Constitution to SC/ST persons cannot be taken away by an... https://t.co/lBzfr1ue60'",Journalist
b'RT @ETDefence: MoS Defence @DrSubhashMoS replying to a question in the #LokSabha said the #CAG is conducting an audit of the capital acquis...',Journalist
"b'#Kerala, which is known for its #picturesque backwaters, may soon get the distinction of hosting #JailTourism\nhttps://t.co/iHQWoqfLJh'",Journalist
"b'As many as 1,10,333 cases of rape were registered in the country between 2014-16, Union Minister @KirenRijiju said... https://t.co/SNri3yqF79'",Journalist
"b""Why KM Birla is worried about India's 'positive' growth https://t.co/2nWHEf5sON""",Journalist
"b'Former RS MP Chandan Mitra quits BJP, likely to join TMC https://t.co/YeAaBpQ2n5 https://t.co/pOkW1GJEVY'",Journalist
b'Watch | Ram Vilas Paswan on sugarcane FRP hike\nDownload the ET App here: https://t.co/uh8yOEcFSX https://t.co/FreCKOUZDm',Journalist
"b'After posting record sales in 2017, Indias luxury-car market is on course to hit a new peak this year. \nhttps://t.co/rqHHK4Lomd'",Journalist
b'#TheEuropeanCommission will fine @Google a record 4. 3 billion euros ($5 billion) over its Android mobile operating... https://t.co/WIu33MoBK8',Journalist
"b""HDFC AMC's Rs 2,800-cr IPO opens July 25; promoters to offload 12.01% stake https://t.co/sbCxaHds4K https://t.co/Lth8M7mtqZ""",Journalist
b'Higher rate of retention at top-tier companies is a major factor for a flat #JobMarket \nhttps://t.co/QoQ7jtw25e',Journalist
b'Government hikes sugarcane price by Rs 20/ quintal to Rs 275 | https://t.co/gQKT5gKQZ0 https://t.co/jB3USpUXvp',Journalist
b'Watch: Boys rescued from Thailand cave make first public appearance\nDownload the ET App here:... https://t.co/HcS2bFv8wk',Journalist
b'Tesla delays worry US buyers wanting tax credit\nDownload the ET App here: https://t.co/uh8yOEcFSX https://t.co/VzjwTZrAzP',Journalist
"b""Can #ArjunTendulkar pace up to his father's legacy?\nhttps://t.co/RdVsqHg0w6""",Journalist
b'RT @ETMarkets: Jhunjhunwala buys 2 crore additional #shares of JPA in June quarter \nhttps://t.co/I1ITqT2aFU',Journalist
"b'The #SupremeCourt today said there would be ""no stopping of sealing or demolition"" of unauthorised constructions in... https://t.co/3Mu09mw2cr'",Journalist
"b'RT @ETDefence: The #IndianArmy lost 106 personnel, including eight officers, in battle casualties in 2017, Minister of State for Defence, @...'",Journalist
b'Can #Mumbaikars expect a cool and comfortable journey to work next summer? https://t.co/KUMweutmVR',Journalist
"b'Women and Child Development Ministry is set to move the cabinet to make all #ChildMarriages invalid, a senior minis... https://t.co/h6K5GalpwY'",Journalist
"b'Mumbai: After Gokhale collapse, #Matunga foot over-bridge starts developing cracks | Download the ET App:... https://t.co/QtD9vBlMCF'",Journalist
b'New @RBI regulations increase operating costs for cash logistic cos. Banks may have to shell out more to have their... https://t.co/fHcgZ60I9Q',Journalist
"b""Violent clashes between #AIADMK - #AMMK workers in Chennai's RK Nagar | Download the ET App: https://t.co/3ws7S5nf50 https://t.co/Qt75TqpRyP""",Journalist
"b""Free WiFi facility at stations without expenditure on #Railways' account: Minister \nhttps://t.co/WbwHM8upGp""",Journalist
b'The fear that #automation and #ArtificialIntelligence will reduce #jobs is coming alive sooner than many would have... https://t.co/oCxvsDwmt2',Journalist
"b""India's southern state of #TamilNadu will ask the nation's environment court to dismiss a #Vedanta petition seeking... https://t.co/AVILzQNP1B""",Journalist
"b""#SwamiAgnivesh assault: @RahulGandhi posts 'pop quiz' to slam @BJP4India | https://t.co/j6koIsFB27 https://t.co/Ur5KTbzTOv""",Journalist
b'Android antitrust case: EU slaps record $5 bn fine on @Google | https://t.co/kOhW9hiHTs https://t.co/Js1HCwvO0b',Journalist
b'This device helps local stores stave off e-commerce sites https://t.co/nZBcalLhoO https://t.co/uxBJWjSIY6',Journalist
"b'.@realDonaldTrump, seeking to calm political storm over Putin summit, says he misspoke | https://t.co/r3xbS4iFtr https://t.co/hOAHCe3Jpb'",Journalist
"b'Unhappy with @WhatsApp reply, government may send second notice | https://t.co/8zLEvycpkB https://t.co/ef5imUQGvd'",Journalist
"b'Has @BJP4India started a #Taliban in Hinduism, asks @ShashiTharoor | https://t.co/llYDo2xumC https://t.co/4kbAEioOQp'",Journalist
b'Meerut College introduces scarf-ban to avoid trespassing\n| Download the ET App: https://t.co/3ws7S5nf50 https://t.co/6ZgX5Zi71F',Journalist
"b""RT @ETPanache: The social media lovingly named @DabbutheDancer as the 'dancing uncle'.\nhttps://t.co/9fqFF1VoJS""",Journalist
"b'#Sensex retreats after hitting record high, dips 147 pts; Nifty ends below 11,000 | Download the ET App:... https://t.co/8BxevW5cuJ'",Journalist
"b'#Telecom regulator @TRAI has no proposal under consideration to amend the #IUC, Communication Minister... https://t.co/wPCGBD5X8L'",Journalist
"b'#AgustaWestlandScam: Middleman Christian Michel arrested in Dubai, TV reports say | Download the ET App:... https://t.co/61HxhzKQOb'",Journalist
b'Jet Fuel (ATF) under #GST? Council unlikely to discuss in July 21 meet \n| Download the ET App:... https://t.co/6l3zBhkHRz',Journalist
"b'70,000 candidates whose applications were rejected by #railways set to get second chance \nhttps://t.co/EXCQkFIdJ1'",Journalist
b'#CostlierFlightTickets | The new passenger security fee amount could be ~50% higher than current charge https://t.co/Tp9pBbwXgX',Journalist
"b""137 companies eye @isro's #ElectricVehicle #battery technology https://t.co/5gFLRkLlxA https://t.co/Cq931kjslx""",Journalist
b'RT @ETMarkets: #ETMarketsPodcast | Who moved your #Sensex today? Tune in to find out! https://t.co/OHR2MSj0IG',Journalist
b'180 new line projects taken up by #Railways: Government \nhttps://t.co/mr37u4ziVo',Journalist
b'Cabinet nod to introduce bill in Parliament providing for death penalty for rape of girl below 12 years \nhttps://t.co/vihn3pag4q',Journalist
b'A 19-year-old Indian girl was among 3 people killed when 2 small training aircraft from a flight school collided mi... https://t.co/e2untgWv2L',Journalist
"b'In Pics | In China, #YellowRobots deliver snacks to your home\nhttps://t.co/iUzRVf9Nv7'",Journalist
"b""PM #Modi's campaign promise of giving Rs 15 lakh fulfilled, says @BJP4India Rajasthan chief \nhttps://t.co/BBg8m9wYvL""",Journalist
"b'RT @ETPrime_com: In April, we wrote India could face high #inflation, contrary to #RBI projections. That has happened, thanks to rising fue...'",Journalist
"b'#LibertyHouse Group chairman and NRI billionaire Sanjeev Gupta speaks about his strategy, his India foray https://t.co/KgnGo7Rwkr'",Journalist
b'.@TataMotors today said it will hike prices of its #PassengerVehicles across models by up to 2.2% from August to of... https://t.co/M22gdTGXeG',Journalist
b'RT @ET_RISE: .@NetflixIndia is changing its strategy as it lags behind @hotstartweets and @YouTube in the booming OTT market. \nhttps://t.co...',Journalist
b'RT @ET_RISE: #ShopgroIndia has developed a plug and play device that connects the #barcode scanner and #pointofsale at stores. \nhttps://t.c...',Journalist
"b'RT @IExpressSports: #INDvENG \n\nWith Wriddhiman Saha still struggling to regain full fitness, the doors have opened for Dinesh Karthik to ma...'",Journalist
"b'RT @IExpressSports: #INDvENG \n\nAccording to a source, Sahas shoulder injury occured after his return from South Africa tour in January. No...'",Journalist
"b'RT @IExpressSports: #INDvENG \n\nThe Indian squad for first three Tests in England will not included Bhuvneshwar Kumar, who has been ruled ou...'",Journalist
"b'RT @IExpressSports: Neerajs gold-medal winning throw in France was about 2m short of his personal best of 87.47m, he achieved in the Doha...'",Journalist
"b'#VIDEO | The net worth of Jeff Bezos, the man who founded Amazon in 1994, crossed $150 billion. Take a look in toda... https://t.co/IgqoAKJkVJ'",Journalist
"b'RT @IExpressSports: The last time Saketh Myneni played Mikhail Youzhny, he lost in straight sets in the first round of the Chennai Open in...'",Journalist
b'Formalin is a toxic chemical which is used to preserve bodies and prevent its decay in mortuaries.\n\nhttps://t.co/AeXxUV3JMP',Journalist
b'RT @IExpressSports: The BCCI has incorporated nine new teams that would be part of the Ranji Trophy from the upcoming domestic season\n\nREAD...',Journalist
"b'#Railways gives 70,000 candidates a second chance after rejecting their faulty job applications  https://t.co/0ELqeU31Yr'",Journalist
b'RT @IExpressSports: IPL chairman Rajeev Shuklas executive assistant Mohammed Akram Saifi has been accused by an Uttar Pradesh cricketer of...',Journalist
"b""#MonsoonSession2018 LIVE | Sonia Gandhi's maths is weak: Ananth Kumar on no-trust motion\n\nhttps://t.co/Q8IY25VXrj""",Journalist
b'#ExpressInvestigation | India is among biggest markets for a business where 300+ publishers manage what are called... https://t.co/Hbhhw0W0Rn',Journalist
"b'#VIDEO | Can you imagine your smartphone without the GPS? If not, you might want to thank god (or the scientists at... https://t.co/OaAoeS6HfD'",Journalist
"b'The resolution, which was adopted 21-3 with seven abstentions, also criticized the harassment of Roman Catholic bis... https://t.co/K4jbwSIE4x'",Journalist
